COLL_NOM;COLL_SIRET;ID;TITRE;DESCRIPTION;THEME;PRODUCTEUR_NOM;PRODUCTEUR_SIRET;COUV_SPAT_MAILLE;COUV_SPAT_NOM;COUV_TEMP_DEBUT;COUV_TEMP_FIN;DATE_PUBL;FREQ_MAJ;DATE_MAJ;MOTS_CLES;LICENCE;NOMBRE_RESSOURCES;FORMAT_RESSOURCES;URL
France;FR;osm-charging_station-FR;Recharge de véhicule électrique (schéma Étalab IRVE 1.0.2) de France (OpenStreetMap);"Bornes de recharge de véhicule électrique issues d'OpenStreetMap (amenity=charging_station) au format Schéma IRVE";Transports;OpenStreetMap;;Infracommunale;France;2008-01-01;2020-07-28;;Ponctuelle;2020-07-28;"scdl;transports;irve;borne-de-recharge-electrique";Open Database License-ODBL;1;csv;https://geodatamine.fr/dump/charging_station_csv.zip
